Review,Kategori
"Maaf aku kasih rating 1, karena sudah pesan, sudah dapat tapi posisi driver tidak ada di lokasi titik jemput, padahal di map posisi drivernya sudah sampai. Sangat mengecewakan karena sudah menunggu 10 menit dan akhirnya ketinggalan jadwal kereta dan saldopun terpotong njir.",Interaksi & Pelayanan Driver
"platform transportasi paling gak bisa diandalkan. hujan ga ada, pagi ga ada driver. Kalah sama platform platform lain",Interaksi & Pelayanan Driver
"Kecewa sama gocar. Sekarang kalau mau pesan lama. Apalagi kalau pake gocar hemat ga ada tuh yang terima orderan, giliran pakai tarif biasa baru diterima. Itupun driver banyak alasan, katanya macetlah (padahal ga macet), posisinya jauh (padahal kelihatan di mapsnya ga jauh), kalau ga alasannya makan dulu atau apalah. Benar2 ini ga cuma sekali sekarang hampir setiap kali pesan gocar seperti itu. Kalau kita yang cancel mau cancel lagi pasti dpt drivernya malah yang jauh jd waktu sampai lebih lama.",Interaksi & Pelayanan Driver
"saya sudah order hemat tapi gak diambil oleu driver , terus saya order 32.500 tetep gak diambil , malah mau nya 35.000 prioritas , ini driver apa bahlil , rakus banget",Interaksi & Pelayanan Driver
"Saya mengerti ini demi masalah keamanan, namun jika hanya karena memasukkan nomor hp yang sama pada perangkat yg berbeda, lalu gagal login dan disuruh menunggu 60 menit, saya pikir itu bukanlah solusi ! Sekali lagi, ini nomor HP yang dimasukin sama lho.. artinya adalah 1 pengguna. Mengapa tidak memberikan login dengan cara lain, misalnya pakai email atau akun facebook. Bayangkan jika customer ada sesuatu yang urgent...Ah",Kualitas Teknis & Aplikasi
Setiap order yang dipesan..selalu dapat driver yang jauh dari titik jemput/resto..kadang penjemputan 2-5 kilo..kami sebagai costumer butuh waktu lama menunggu hingga pesanan bisa sampai kerumah. Kami ini sudah kelaparan baru makanan belum sampai. Tolong kembalikan sistem yang dulu dimana penjemputan driver tidak terlalu jauh dari lokasi kami mengorder maksimal 1 kilo lah🙏,Interaksi & Pelayanan Driver
"Tolong aplikasi nya ditambahkan fitur seperti, pada saat saya sedang melihat harga, dan men cek makanannya, berikan fitur atau tombol cari driver, ini saya belum apa-apa sudah langsung ke driver nya. Gimana mau cancel, drivernya bilang udah ke pesan. Duh ya Allah, gimana ketika gua sedang menentuin pesanannya 3 ndk batal 1 setelah nekan ranjang langsung lu cariin gua drivernya? Njir",Interaksi & Pelayanan Driver
aku kasih bintang 1 soalnya aku customer gojek udah bertahun tahun pakai gojek gocar gofood gosend tapi ketika aku ajukan gopaylatter & Gopinjam satupun tidak di setujui..... emangnya lu doang hey heyy gojek gua stop gunakan aplikasi elu masih ada aplikasi ijo sebelah yang lebih baik daripada elo gojek,Kualitas Teknis & Aplikasi
"foodnya Masya Allah bener, jarak resto ke rumah gak nyampe 2km gak ada hemat padahal jalan tikus banyak. udah kena biaya aplikasi yang buat harga beli langsung Ama online beda lumayan ongkir 24k udah gitu menurut driver bahkan dia dapet gak nyampe setengah nya.",Interaksi & Pelayanan Driver
"Sepertinya ada bug di versi aplikasi terbaru, aplikasi sering lag kalau buka gofood, terus nanti keluar sendiri, kadang juga sudah pilih makanan tapi tombol pemesanannya gak langsung muncul dan harus dikembali dulu, mohon diperbaiki ya.",Kualitas Teknis & Aplikasi
Harga nya lebih bersahabat... beda 50% lebih hemat. Terima kasih.,Harga & Promosi
"APLIKASI ARGO PALING MAHAL DIANTARA YANG LAEN, PALING AMBIL UNTUNG DIANTARA YANG LAEN",Kualitas Teknis & Aplikasi
oke banyakin diskonnya kalau bisa ya,Harga & Promosi
"mantap aplikasi nya bagus tapi tolong ya kalo ada jalur yang lebih singkat pilih lewat situ aja karna setiap saya memesan untuk pulang ke rumah selalu melewati jalur yang jauh padahal sudah ada jalur yang lebih singkat masa setiap saya mesen selalu harus bilang ""lewat sini aja mas""",Kualitas Teknis & Aplikasi
"Saya sudah lama menggunakan gojek, sebenarnya ingin memberikan bintang 4, tapi karna syarat pembayaran saya jadi beralih ke apps satunya. Untuk promo gofood dan layanan lain tolong jangan ada syarat menggunakan pembayaran tertentu, jadi bisa untuk semua pembayaran termasuk tunai, sehingga lebih memudahkan kami. Selain itu untuk promonya tolong ada tombol untuk bisa tidak memilih promo tersebut, karna kami hanya cari promo yang bisa untuk semua pembayaran",Ketepatan Waktu & Efisiensi
"Bukannya makin lama aplikasi semakin bagus, ini malah mundur aneh. Giliran mau order harus berkali2 baru bisa ke order, enak orderannya cuma 1 aja yang berhasil setelah berkali2 pesan ini malah semuanya, setelah ke order gak bisa di cancel, sumpah ngerugiin konsumen banget ini aplikasi. Giliran gak mau order malah ke pesen sendiri dan pas mau di cancel gak bisa... hadeehh Sanagat mengecewakan, kalo ada yang lebih jelek dari bintang 1 gw kasih",Interaksi & Pelayanan Driver
"Kenapa aplikasnya ngeleg mulu, udah unistal juga, di instal ulang, di upgrade juga, tapi ngelag, lama gak bisa masuk log out terus, sudah pesan gofood ngelag lagi, kan kasihan drivernya nungguin di depan lama gara2 saya ga tau orangnya ngechat. Tolong dong di info ini kenapa, mengecewakan sekali",Interaksi & Pelayanan Driver
"AKUN lama tak bisa digunakan , buat akun baru tak terferifikasi.gojek itu sangat membantu, untuk keperluan yg mendesak apalagi di kemacetan jkt.jd bisa lebih cepat mengejar waktu.susah diupdate... NAMUN akun lama sulit diaktifkan padahal sudah mengikuti petunjuk bantu an yg tersedia, namun tak berhasil terferifikasi. Jadi TAK BISA MASUK untuk bisa bergabung kembali. Sudah berulangkali coba namun tak berhasil seperti aplikasi OJOL2 lainnya. Jadi kecewa mau gunakan aplikasi GO-JEK tak ada solusi.",Interaksi & Pelayanan Driver
"mau kasih bintang 5 tapi sayangnya setelah diupdate, gomart ga bisa milih tempat perbelanjaan nya, jadinya susah karena ga semuanya ada. padahal itu membantu saya untuk bisa lebih dekat dengan pacar saya yg ldr :( TOLONG KEMBALIKAN PILIHAN seperti ALFAMART dan ALFAMIDI...",Kualitas Teknis & Aplikasi
"aplikasi yg baik, berguna dan slalu bisa diandalkan 🙏",Kualitas Teknis & Aplikasi
Selalu memudahkan akuhhh.. Tengkiuh para driver yang baik hatiii semoga sehat selalu,Interaksi & Pelayanan Driver
erorr tidak dapat mendapatkan reward dari games.,Kualitas Teknis & Aplikasi
"Sebenarnya sangat suka menggunakan aplikasi ini tapi setelah beberapa kali ada masalah dalam promo cashback menggunakan Payleter, sangat mengecewakan mohon konfirmasi jika cashback sudah habis atau sebagainya, kalau niat kasih promo ya kasih promo aja misal udah habis promonya dihapus atau tidak ditampilkan lagi. Menurut saya akan lebih baik jika promo itu hilang jika melebihi batas yang sudah ditentukan, kasihana yang berharap ingin promo tetap malah diphpin.",Kualitas Teknis & Aplikasi
tambah qris lah kayak grab kan bisa biar lebih fleksibel,Lainnya / Umum
"Terimakasih sy ucapkan sebelumnya karena sy sangat tertolong dg adanya Aplikasi Gojek ini, hnya saja setiap kali sya pesan Gofood, sy selalu menemukan harga yg berbeda setelah pembayaran dilakukan, misalnya pada saat transaksi sy lihat harga keseluruhan itu 74 rb, tapi nanti stlh pesanan tiba, sy harus membayar 81 rb, sbenernya sy tdk ada masalah utk mmbayar, hnya saja kenapa bsa beda2 slalu ya.. okelah klo sya punya uang lebih pd saat itu, tp klo saat itu sy cuma pnya uang pas2an gmna ? trims",Kualitas Teknis & Aplikasi
"Tolong sediakan fitur chat sama penjual, soalnya kita gak tau stok mereka masih banyak apa engga. Pernah gitu aku pesen udah nunggu 15 menit eh di cancel padahal udah dapet driver juga. Mungkin karena dia baru cek pesanan dan stok nya kurang gitu, alhasil aku cari toko laen dan kelaperan karena nunggu lama banget:)",Interaksi & Pelayanan Driver
Tolong lah untuk aplikasi berfikir 2 kali untuk menambahkan biaya biaya di menu pesanan. Adanya biaya tambahan aplikasi membuat pesanan jadi sangat mahal. Jauh beda dengan aplikasi sebelah. Sekarang pengguna aplikasi sudah berfikir pintar. Mana aplikasi aplikasi mana yang malah mana yang murah untuk pemesanan. Banyak yang beralih. Jadi tolong perfikirlah 2 kali untuk memasukan biaya biaya di aplikasi. Pertimbangkan dulu.,Kualitas Teknis & Aplikasi
"buat aplikasi nya bagus sih, sangat2 bermanfaat, tapi selalu ada iklan gojek di galeri yang muncul banyak banget, jadi risih, tolong dong buat di benerin lagi, kalau mau ada iklan di apk nya gpp, tapi jangan muncul di galeri juga, menuhin memori",Kualitas Teknis & Aplikasi
agak repot pemakaian aplikasi dibanding sebelumnya,Kualitas Teknis & Aplikasi
"Terimakasih kami benar"" dimudahkan dan dimanjakan dengan adanya Go-jek 💛. hanya saja sering terjadi error pada GPS sampe harus cancel berkali"".. sama tolong dong min, pilihan untuk penukaran Go point nya di perbanyak.. dan tolong berdayakan point2 ituuu😂 kebanyak ga bisa d tuker di kota kami, pdhl go-jek sudah menjadi kendaraan favorit juga di sini😘",Interaksi & Pelayanan Driver
pesan makan dari jam 22:52 wita sampai jam 23:55 wita belum datang. kecewa dan cancel,Interaksi & Pelayanan Driver
"saya sebagai penjual sedikit bingung juga, kl pas ada pesanan masuk tiba2 driver sdh teriak di luar pagar. kalo buka aplikasi baru notifnya bunyi, itu berulang2 kali terjadi. mohon untuk dicarikan solusi, biar kinerja kita yg punya resto lebih baik lagi👍🙏",Interaksi & Pelayanan Driver
"Saya belum pernah isi data, tahu2 ada data yg tidak sesuai dengan data saya... Tidak bisa dirubah, CS juga slow respon... Jadi mitra koq dipersulit, tolong kalau beri peluang pekerjaan yg mudah di akses dan pasti2 aja... Thanks",Respons Pengembang & CS
"Setiap pas mau ubah pesanan pada saat mau pesan lagi harga berubah. Misalnya harga sebelum mau diubah 33 ribu pas tau salah mau di koreksi malah naik jadi 38 ribu. Saya gak tau ini bug atau apa. Setiap ubah pesanan di harga yang sama terkadang harganya lebih tinggi atau perubahan ongkirnya lebih tinggi. Kecewa lah pokoknya, mau ubah pesanan pas udah diubah kok ongkirnya lebih mahal. Kecewa, kualitas Bad banget sangat layak dikasih bintang 1 ⭐ kalo ga dibenerin masalah ongkirnya.",Kualitas Teknis & Aplikasi
"aplikasinya jelek padahal sudah super app karena saldo saya hilang cuma karena koneksi internet yang tidak stabil dan sudah refresh serta menunggu lama . Harusnya kalau internet tidak stabil, tidak bisa melakukan transaksi/gagal jadi saldo tetap, ini malah berhasil dan tidak tercatat di riwayat transaksi. Ini akan sangat merugikan pengguna yang mempuyai saldo lumayan banyak jika seandainya tiba2 koneksi tidak stabil. Tolong diperbaiki aplikasinya kita sebagai penguna jadi was2 karena sistemnya.",Kualitas Teknis & Aplikasi
"Untuk perusahaan dengan 50 jt keatas downloader, kemampuan penyelesaian masalah masih dibawah rata rata. Masalah tagihan gobill yang dibayarkan tidak terselesaikan dan sudah dilaporkan 2 x melalui telpon, melalui menu help pada aplikasi dan melalui email masih tidak terselesaikan sejak tanggal 20 Mei 2020.. jawabannya tunggu 1x24 jam karena hari Sabtu Minggu dan hari libur tidak diperhitungkan buat transaksi.. no recommended for go bills, bad experience until now.",Kualitas Teknis & Aplikasi
"Jujur aplikasi ini cukup membantu, tapi entah kenapa setiap pesan entah itu go ride atau go food selalu saja pada saat chat driver ceklis 1 dan susah dihubungi, belum lagi pesan gofood dekat dapat drivernya jauh sekali padahal sinyal handphone baik. Tolong ditingkatkan lagi untuk performa nya",Interaksi & Pelayanan Driver
"Sebelumnya saya minta maaf apabila ada kata""yg kurang berkenan di hati. ...kenapa ya aplikasi nya setelah di perbarui malah lebih sulit di gunakan.. Seperti pasti ada pemberitahuan untuk mengaktifkan lokasi padahal... Lokasinya sudah aktif... Dan itu sereing sekali terjadi...",Kualitas Teknis & Aplikasi
"Saya tidak dapat melakukan pembatalan pemesanan,bahkan tidak diberi waktu sedikitpun untuk melakukannya. Ketika pembeli ingin membatalkan pemesanan harusnya ada beberapa detik/menit sampai benar benar dipesankan dan ada pertanyaan kembali bahwa pemesanan sudah sesuai. Saya sangat kecewa, saya telah menelfon ke cs juga tidak membantu sama sekali.",Interaksi & Pelayanan Driver
"Pemberian promo kepada customer tidak jelas... Sifatnya random, tidak jelas alasannya. Padahal ada promo terbaru naik gojek dr stasiun jarak maks 5 km diberlakukan biaya 5000, tetapi iklan tdk sesuai kenyataannya, HARAPAN PALSU.",Harga & Promosi
"aplikasi aman dan cepat, sangat membantu pemesanan gojek pada saat dibutuhkan untuk sarana transportasi.",Kualitas Teknis & Aplikasi
"-voucher hilang sebelum masa berlaku habis -go food ada label free-ongkir, saat masukan pesanan ke keranjang masih gratis, saat sudah klik pesan tiba2 muncul ongkir. -tampilan sekarang tidak user-friendly, too many content sampai ada berita, fokus saja agar pengguna mudah menemukan fitur2 yg dibutuhkan dan relevan. Orang2 buka gojek untuk layanan pengantaran, pemesanan makanan dan sejenisnya, bukan untuk baca berita atau gosip. fokus saja.",Harga & Promosi
"Kecewa dgn aplikasi ini, gopay later tiba2 hilang, dan saya tiba2 ditagih gopay later, padahal saya sudah membayar pada tgl.31 Juli, dan saya pakai tgl . 1 Agustus langsung dapat tagihan, pas saya mau bayar tidak bisa, sedangkan saya diperingatkan kalau telat akan kena bunga, tapi pas mau dibayar tagihannya tdk bisa, tulisannya belum bisa menggunakan gopaylater, tlg diperbaiki.",Kualitas Teknis & Aplikasi
"bagus aplikasi nya cuman sering error, saya sudah dapet driver tapi map nya dari aplikasi error jadi gak bisa liat driver dimana, terus pas udah sampe tujuan tiba tiba disuruh cancel order sama gojek lain, padahal saya ga ada pesan apa apa",Interaksi & Pelayanan Driver
Sama sperti pengguna yg lain. Menu gofood tidak bisa digunakan. Ketika di buka selalu muncul aktifkan lokasi. Padahal lokasi tidak pernah non aktif. Sinyal sudah 4G juga. Ketika klik kembali malah keluar ke menu utama. Jika sampai 1 minggu tidak ada perbaikan. Auto uninstall. Kecewa padahal sudah pelanggan setia. Poin sudah 1000,Respons Pengembang & CS
"Sangat sangat sangat tidak memuaskan! Awalnya sangat membantu tapi sekarang sangat tidak membantu. Saya sampai uninstal dan download lagi karena saya pikir eror. Tapi ternyata memang aplikasi ini di hp saya tidak bisa di pake! Karena setiap kali saya mencoba untuk memilih tujuan pasti muncul tulisan ""tidak tertera pada peta"". Untuk order makanan pun tidak bisa, terus gimana coba?! Tolong perbaiki aplikasi ini seperti semula!",Kualitas Teknis & Aplikasi
"sekarang susah banget order gojek, driver seringnya tidak komunikatif tidak menjawab mau jemput gak, sudah ditunggu lama lama ternyata tidak dijemput, pengelola app tambahin review bintang difase order dong, jadi kalau ada driver yg gk komunikatif biar bisa kita nilai, karna yg gak kasih info seringkali menghabiskan waktu kita... mending kalau info gak bisa jemput sekalian malah enak kita bisa order yg lain... tapi yg terjadi pembiaran.",Interaksi & Pelayanan Driver
"Kok sekarang ambil gocar lambat banget geraknya, dilama-lamain jalannya.",Ketepatan Waktu & Efisiensi
"Saya edit perjalanan saat di kendaraan (gocar), kok harga nya melebihi dari biasa nya. Malah disuruh pergi ke daerah dulu, trus lnjut ke tujuan. Bisa² nya 445K.... Pdhal hrga biasa nya cuma 60K an. Sebel sama customernya, bukan delivery nya. Udah Sy hubungi customer nya 2x. Dan jwabannya gak bisa diubah. Harga nya tetap ssuai aplikasi. Ihh sebal nya. Gak tau yah harga segitu mending beli kuota selama belajar dirumah aja!",Kualitas Teknis & Aplikasi
"Aplikasi nya super mengecewakan. Internet lancar malah dibilang mati, padahal paket data baru diisi. Saking lemot ni aplikasi, batalin pesenan aja susah. Opsi alasan ga muncul muncul. Parahhh, mengecewakan.",Interaksi & Pelayanan Driver
"Ada fitur baru dimana driver bisa ambil lebih dr 1 orderan. Jadi kalo kita pesen bakal double dgn pembeli lain. Jadi drop sana sini. Waktu antar lebih lama. Udah biayanya +++ bukan makin satset malah makin lemot. Resto ga antri + ga jauh juga minimal waktu tunggunya 40-60 menit. Mana dapetin vouchernya juga susah mampuss! Cuma payment pake bank/paylater biar dapet voucher diskon/ongkir. Buset, orang mau makan aja dipaksa ngutang. ngeRIBAnget. Bikin kapok!!",Interaksi & Pelayanan Driver
"Harga pesanan berubah secara tiba-tiba dari total biaya 41ribu langsung menjadi 47ribu. Dengan alasan ada lonjakan kata drivernya. Dan saat melihat riwayat memang benar harga berubah, namun sudah dalam proses order. Tolong penjelasannya gojek, atas ketidaknyaman aplikasi yang anda buat. Seharusnya bisa melayani dengan maksimal bukan dengan cara mengecewakan.",Interaksi & Pelayanan Driver
"Mulai kecewa, makin sini malah makin mahal kalo mau pesan gofood, banyak biaya lain"" .. Dan ongkir nya tambah mahal pula, alasan nya supaya banyak driver yg ambil pesanan,, pesan 16rb + ongkir dll jd 36rb,, ko malah mahal biaya lain lain nya,, otw pindah aplikasi sebelah, banyak potongan dan voucher .. Harusnya kondisi saat ini di permudah, dimana banyak yg isolasi mandiri .. Pasti banyak yg memakai jasa antar makanan,, sekian terimakasih",Interaksi & Pelayanan Driver
"Sepertinya keseringan di update aplikasinya. Jadi agak masalah kalau pas harus update (dan biasanya datanya cukup besar)..lagi susah sinyal. Apa bisa diberikan opsi agar instalasinya hanya permodul yg diperlukan saja. Jadi tidak terlalu besar space yg diperlukan. Untuk update terakhir ini (maret 2020), mengganggu juga karena harus hapus applikasi lainnya.",Kualitas Teknis & Aplikasi
"Pas pesan makanan , dapet nya driver yg jauh . terus katanya cancel aja , saya bingung cancel nya gimana . trus katanya ke pusat bantuan dan telpon call center nya .. Enak amat cancel aja harus repot sampai nelpon segalaa .mending juga call center gratis .. dikira kita banyak pulsa kali ya.. Kalo bisa balikin kayak dulu gampang cancel nya !",Interaksi & Pelayanan Driver
"Tidak pernah mendapatkan voucher/tidak bisa redeem/apply promo/voucher apapun. Idk why. Setiap redeem code promo pasti gak bisa. Sistemnya masa bisa random gt yg dpt. Aneh pilih2! Mengecewakan, percuma report berulang kali hanya dijawab itu2 aja (jawaban template)👎 Sama sekali tidak menyelesaikan masalah👎👎👎👎👎",Kualitas Teknis & Aplikasi
"Maps nya tolong diperbaiki, tiap order dapet drivernya kejauhan. Di maps dekat, tp tidak ada jalan. Harus muter jauh. Dan driver selalu menolak ambil pesanan krn jauh plusss tidak mau cancel, sy jd rugi waktu. Gojek selalu begini, tidak seperti aplikasi tetangga yg much way better.",Interaksi & Pelayanan Driver
"Aplikasinya ganti developer atau gimana ya? Kalo issue soal force close ok lah masih bisa masuk lagi. Tapi udh 4 hari ini selalu ""Yah, server kami lagi sibuk"" dari dulu server kalian kurang sibuk apa coba, tapi fine fine aja dari dulu. Tak pikir lagi maintenance, tapi ko berhari². Jadi ga bisa makan. Laper tau 😔",Kualitas Teknis & Aplikasi
"kenapa sering ke booking 2x order padahal cuman sekali order, perjalanan pertama sudah selesai sampai tujuan, lalu tiba2 ada masuk order baru, saya cek di riwayat perjalanan hanya satu perjalanan, pdhl pengantaran yang sebelumnya sudah sampai fujuan. tolong diperbaiki, lalu kalau pesan gocar sering di cancel driver, tolong diperbaiki",Interaksi & Pelayanan Driver
"Ntah kenapa gopaylater saya gk bisa dipakai sekarang min, padahal full limitnya, semenjak pindah ke MAB.. Gk bisa dipakai sama sekali setiap kali mau makai ada notif ""oops, ada sedikit gangguan"".. Uda 2 bulan kek gitu terus.. Jadi kecewa banget,",Harga & Promosi
"Sebagai masukan, saya juga menyarankan beberapa perbaikan pada sistem GoFood agar kejadian seperti ini tidak terulang di masa mendatang: Menyediakan pilihan kategori masalah yang lebih netral dan adil, sehingga sistem bantuan tidak hanya terkesan menyudutkan driver. Dalam beberapa kasus, permasalahan bisa berasal dari berbagai faktor seperti sistem aplikasi, restoran yang masih menerima pesanan menjelang tutup, maupun ketersediaan driver di area tersebut. Oleh karena itu, akan lebih baik jik",Interaksi & Pelayanan Driver
"Gatau harus kecewa ke siapa. Aplikasi atau drivernya. Udah ditunggu 30 menitan, driver ambil jalan muter lebih jauh dan mampir ke tempat lain. Dihubungi juga ga diangkat, kalaupun memang ngga bisa kan bisa hubungi customer buat cancel ordwran biar ngga mempengaruhi penilaian kerja. Dan tiba-tiba ganti driver. Untungnya driver berikutnya gercep",Interaksi & Pelayanan Driver
lebihh mudah pesan apa aja tapii harganya...,Harga & Promosi
"kumpulin poinnya sudah banyak...tapi pilihan tukar go points nya cuma itu-itu saja membosankan. tolong dibuat seperti dulu bisa di tukar hp, motor atau baju gitu...kalau cuma voucher dimana nantinya harus belanja dengan minimal transaksi useless jg..",Interaksi & Pelayanan Driver
"Tolong di perbaiki, 1 bulan lalu aplikasi gojek saya baik² saja, skrng saya ketika ingin pesan go food, go ride, go car, go send, lokasi selalu tidak terdeteksi, dan ketika di klik pilih lewat peta aplikasi selalu keluar sendiri, dan ketika klik promo, diskon, langganan, katanya server padat perayap/ada sedikit masalah/gambar jadi abu², padahal semua izin yang di minta saya setujui seperti layanan lokasi, koneksi dll, saya coba pakai wifi/data pun sama saja, di install ulang pun sama saja",Kualitas Teknis & Aplikasi
mempermudah segala kebutuhan dan keperluan hidup,Lainnya / Umum
"admin tolong ya kalau lagi ""mencari driver"" loadingnya jangan lama-lama hampir 10 menit dan gak ada tombol ""cancel"" soalnya lagi buru-buru dan mau order di aplikasi lain jadi nunggu sampai loading selesai, dan diaplikasi terlihat ada banyak driver tapi gak ada yang mau ambil gojek hemat 6.500, walaupun aku milih hemat tapi nanti bayarnya aku lebihin kok. terimakasih",Interaksi & Pelayanan Driver
"Kenapa setiap udah order pesanan 1 terus langsung order pesanan 2 itu nanti langsung gabisa order lagi, malah ada notif ""ada masalah di akunmu"", aneh dah masa harus nunggu pesanan sampe dulu gitu atau di jeda gitu? harus banget begitu? udah ke 3 kalinya akun saya begini, tolonglah ini masalahnya saya lagi buka jastip, tolong dijelaskan apa penyebabnya jangan tiba tiba di ban atau di tahan sampe beberap hari kedepan aneh banget",Kualitas Teknis & Aplikasi
"Tolong di gofood nya kalau bisa dikembangkan..ketika searching jenis makanan jangan cm hasilnya ke nama warungnya aja. Tp sampai masuk ke dalam menu warung mana yg jual. Karena ada warung yg menyediakan jenis makanan tersebut, tp tidak muncul di hasil pencarian. Mgkn deskripsi dia jualannya umum. Trms ya",Respons Pengembang & CS
"Bagus,,, banget,,,, lah kenapa pada ngeluh ya, padahal ni aplikasi bagus banget, sudah banyak mendukung marketplace juga pembayaran mudah Tranfer ke bank biaya murah, ada paylater bunga murah, Promo banyak. Mantap lah yg lain lewat.",Kualitas Teknis & Aplikasi
"Sempat uninstall gojek, lalu install lagi tapi waktu login selalu pemberitahuan internet mati. Sudah dihapus dan install ulang beberapa kali tetap seperti itu, padahal internet buat browsing, buat streaming, buka aplikasi lain termasuk apk transportasi sebelah lancar jaya. Bug kah?",Kualitas Teknis & Aplikasi
"Saya pengguna go-jek sudah lama, tapi kalau boleh saya nyaranin petanya yang lebih lengkap dong, seperti peta satelit pada Google Map yg lebih lengkap. Jadi nyari tujuannya lebih gampang, dan drivernya pun gak pusing-pusing nyariin yg pesan GO-JEK. Kalau petanya sudah lengkap, saya penuhin bintangnya jadi 5. Sukses buat GO-JEK!",Interaksi & Pelayanan Driver
"Transaksi pengisian gopay sukses , saldo bank kepotong tapi saldo ga masuk ke customer , kalo misalnya transaksi gagal tefund aja saldonya!! , kalo kendalanya nominal top up limit, langsung gagalkan saja !!! gausah dihold transaksi nya jadi duitnya jadi gantung. Perbaiki sistem nya nyesel top up gopay sebagai alat pembayaran , jgn case seperti ini bnyk terjadi 70K x 100 user dari 10JT pengguna/hari lumayan juga perlu dilaporkan curang.!!!",Kualitas Teknis & Aplikasi
"Saya pesen go food tpi tidak ada ditampilan pesanan dalam proses saya kira pesanan saya belum masuk saya refresh berkali"" apknya tetap tidak muncul di pesanan dan akhirnya saya order 2 kali eh ternyata pesanan saya malah dateng semua kan jadi tekor sayanya tolong diperbaiki",Kualitas Teknis & Aplikasi
"Maaf untuk masalah upgrade di gopay plus. Di item plus tertera akun saya sudah di upgrade, tapi di item pengaturan gopay plus saya masih ""diproses"" belum diterima. Imbasnya saldo gopay saya belum bisa transfer ke bank. Tolong penjelasan, proses, dan pembenahanya dipercepat. Terimakasih",Ketepatan Waktu & Efisiensi
"Gopay buat beli paket data sangat tidak recommended.. proses lama, tidak bs dibantu lbh cepat ketika komplain. Tau gitu beli lwt mbanking, link, atau di mytelkomsel saja.. percuma promo tapi tdk diperhatikan kualitas pelayanannya.. call center jg terlalu berbelit2, 3x telp k call center namun baru tembus komplain ketika telp yg ke 3.. pusat bantuan jg tdk bs respon dg cepat.. solusi tunggu 1x24jam baru bs komplain lagi. Sungguh mengecewakan",Kualitas Teknis & Aplikasi
"Tolong deteksi lokasi dibenerin lagi, gw mau gofood, lokasix udah nyala, pengaturan semua udh akurasi tinggi, tapi ini tidak kedetect(minta di aktifkan lokasi) pdhal jelas2 lokasi udh aktif, udah gw update juga. tolong dibenerin lagi, soalnya juga gw bandingin dengan aplikasi yg lain, contoh buka grabfood , lancar jaya. tolong lah sering kaya gini",Kualitas Teknis & Aplikasi
"diskon yg semula ada kok tiba"" gak ada padahal jangka waktu berlakunya pun tidak ada, hingga saya menunggu beberapa kali buka tutup apl baru mungcul lagi diskon tsb pas saya klik kok tidak ada pemberitahuan untuk diskon yg saya dapatkan, setelah keluar dr apl tsb kenapa pas dibuka lagi kok ga ada promo diskon yg saya maksud.. tolong diperbaiki jangan karna sudah banyak penggunanya tp malah pelayanan kurang maksimal",Kualitas Teknis & Aplikasi
"Ini apakah update terbarunya menghilangkan posisi driver waktu pesan Gofood? Hanya diganti animasi aja. Kalo gitu, gimana saya bisa tahu posisi driver sampe mana supaya saya siap2 saya ambil? Saya ga bisa mengandalkan estimasi waktu, kan bisa aja miss, makanya saya lihat lewat posisi drivernya dimana. Saya cari settingnya tidak ketemu buat revert. Tolong posisi driver diadakan lagi kaya dulu, jangan diganti animasi",Interaksi & Pelayanan Driver
Lebih nyaman dan aman menggunakan aplikasi gojek,Kualitas Teknis & Aplikasi
"Kurang suka fitur one tap, prosesnya memang membantu menemukan driver lebih cepat, tapi tidak memastikan dulu apakah costumer benar-benar setuju dan mengonfirmasi pesanan. Dan selisih harganya lebih mahal dibandingkan pesanan biasa",Interaksi & Pelayanan Driver
"aplikasi yg sangat membantu terutama gosend, terimakasih",Kualitas Teknis & Aplikasi
"gak jelas dari pagi susah banget pesan driver, error terus",Interaksi & Pelayanan Driver
"Lambat Bisa di tes dari Android, animasi ngga berfaedah jadi aga lambat dalam menjalankan aplikasi, di bikin simpel aja jangan banyak gaya entar di tinggal pelanggan, apa lagi saingan ngga pake otak. Coba di cek. Parah makin ancur aja, kesalahan ada di pihak aplikasi,",Kualitas Teknis & Aplikasi
"Aplikasi terlalu sering minta di upgrade, sedangkan yang berubah tidak begitu banyak bahkan tidak terlalu penting. Tolong dipertimbangkan utk pengelola aplikasinya krn setiap mau upgrade selalu butuh ruang yg cukup sedangkan memory saya sdh full. Saat ini saya lebih memilih menggunakan Grab.",Kualitas Teknis & Aplikasi
"awalnya saya senang sekali dengan aplikasi ni,, tapi lamalama mengecewakan,, hari ini saya mau pesen makanan katanya free ongkir tapi pas sudah pesen makanannya malah ada ongkirnya 15rbu,,klo emang gk ada promo ngapain pke di tulisin free ongkir segala ????? sangat di sayangkan dan mengecewakan !! padahal sebelum-sebelumnya baik2 saja..",Kualitas Teknis & Aplikasi
aplikasi ojek online terlengkap utk pesan dan antar jemput . kalau bisa promo nya lebih banyak dan gede,Kualitas Teknis & Aplikasi
"Pemilihan drivernya jelek banget, saat jalan 2 jalur, selalu dapat yg di seberang jalan, itu driver berbelok hingga sampai menjemput sangat jauh. Harusnya ada option dong om, posisi jalan arah mana, bukan hanya terdekat. Saat sudah diperbaiki, saya balikin ke bintang 5",Interaksi & Pelayanan Driver
